Beach,Date,Reading,Prediction,SwimStatus
Juneway-Beach,05/28/2015,1.0,7.1,No Restrictions
Juneway-Beach,05/29/2015,1.0,15.3,No Restrictions
Juneway-Beach,05/30/2015,0.0,24.6,Swim Ban
Juneway-Beach,05/31/2015,0.0,102.4,Swim Ban
Juneway-Beach,06/01/2015,134.0,78.6,No Restrictions
Juneway-Beach,06/02/2015,30.0,19.5,No Restrictions
Juneway-Beach,06/03/2015,2.0,15.8,No Restrictions
Juneway-Beach,06/04/2015,2.0,9.8,No Restrictions
Juneway-Beach,06/05/2015,24.0,31.5,Swim Advisory
Juneway-Beach,06/06/2015,0.0,29.4,No Restrictions
Juneway-Beach,06/07/2015,0.0,10.3,No Restrictions
Juneway-Beach,06/08/2015,1.0,16.5,Swim Ban
Juneway-Beach,06/09/2015,2.0,21.4,No Restrictions
Juneway-Beach,06/10/2015,1.0,4.9,No Restrictions
Juneway-Beach,06/11/2015,5.0,31.0,No Restrictions
Juneway-Beach,06/12/2015,50.0,27.3,No Restrictions
Juneway-Beach,06/13/2015,0.0,20.4,Swim Ban
Juneway-Beach,06/14/2015,0.0,20.4,No Restrictions
Juneway-Beach,06/15/2015,5.0,11.1,Swim Ban
Juneway-Beach,06/16/2015,12.0,80.6,Swim Ban
Juneway-Beach,06/17/2015,310.0,32.1,No Restrictions
Juneway-Beach,06/18/2015,1.0,17.5,Swim Advisory
Juneway-Beach,06/19/2015,190.0,57.1,No Restrictions
Juneway-Beach,06/20/2015,0.0,30.0,No Restrictions
Juneway-Beach,06/21/2015,0.0,19.8,No Restrictions
Juneway-Beach,06/22/2015,2.0,13.4,Swim Ban
Juneway-Beach,06/23/2015,19.0,17.1,No Restrictions
Juneway-Beach,06/24/2015,4.0,20.3,No Restrictions
Juneway-Beach,06/25/2015,15.0,51.7,No Restrictions
Juneway-Beach,06/26/2015,636.0,35.3,No Restrictions
Juneway-Beach,06/27/2015,72.0,40.1,Swim Advisory
Juneway-Beach,06/28/2015,0.0,11.9,No Restrictions
Juneway-Beach,06/29/2015,6.0,32.1,No Restrictions
Juneway-Beach,06/30/2015,2.0,19.6,No Restrictions
Juneway-Beach,07/01/2015,87.0,54.2,No Restrictions
Juneway-Beach,07/02/2015,19.0,57.3,No Restrictions
Juneway-Beach,07/03/2015,0.0,40.6,No Restrictions
Juneway-Beach,07/04/2015,0.0,11.0,No Restrictions
Juneway-Beach,07/05/2015,0.0,11.7,No Restrictions
Juneway-Beach,07/06/2015,2.0,17.7,Swim Advisory
Juneway-Beach,07/07/2015,950.0,85.4,Swim Ban
Juneway-Beach,07/08/2015,241.0,49.6,Swim Advisory
Juneway-Beach,07/09/2015,99.0,40.2,Swim Advisory
Juneway-Beach,07/10/2015,16.0,24.3,No Restrictions
Juneway-Beach,07/11/2015,0.0,18.7,No Restrictions
Juneway-Beach,07/12/2015,0.0,32.0,No Restrictions
Juneway-Beach,07/13/2015,110.0,44.9,No Restrictions
Juneway-Beach,07/14/2015,2.0,16.4,No Restrictions
Juneway-Beach,07/15/2015,274.0,30.7,No Restrictions
Juneway-Beach,07/16/2015,52.0,31.2,Swim Advisory
Juneway-Beach,07/17/2015,28.0,17.8,No Restrictions
Juneway-Beach,07/18/2015,0.0,10.2,Swim Ban
Juneway-Beach,07/19/2015,0.0,18.7,No Restrictions
Juneway-Beach,07/20/2015,1.0,11.9,No Restrictions
Juneway-Beach,07/21/2015,115.0,20.0,No Restrictions
Juneway-Beach,07/22/2015,7.0,22.5,No Restrictions
Juneway-Beach,07/23/2015,5.0,15.1,No Restrictions
Juneway-Beach,07/24/2015,26.0,14.4,No Restrictions
Juneway-Beach,07/25/2015,0.0,11.3,No Restrictions
Juneway-Beach,07/26/2015,0.0,26.8,No Restrictions
Juneway-Beach,07/27/2015,14.0,19.0,No Restrictions
Juneway-Beach,07/28/2015,16.0,19.5,No Restrictions
Juneway-Beach,07/29/2015,9.0,13.4,No Restrictions
Juneway-Beach,07/30/2015,5.0,13.4,No Restrictions
Juneway-Beach,07/31/2015,1.0,17.4,No Restrictions
Juneway-Beach,08/01/2015,0.0,12.2,No Restrictions
Juneway-Beach,08/02/2015,0.0,13.2,No Restrictions
Juneway-Beach,08/03/2015,130.0,30.5,No Restrictions
Juneway-Beach,08/04/2015,5.0,13.2,No Restrictions
Juneway-Beach,08/05/2015,6.0,24.0,No Restrictions
Juneway-Beach,08/06/2015,77.0,51.3,No Restrictions
Juneway-Beach,08/07/2015,22.0,12.8,No Restrictions
Juneway-Beach,08/08/2015,0.0,11.0,No Restrictions
Juneway-Beach,08/09/2015,0.0,51.0,No Restrictions
Juneway-Beach,08/10/2015,6.0,32.6,Swim Ban
Juneway-Beach,08/11/2015,170.0,57.6,No Restrictions
Juneway-Beach,08/12/2015,33.0,49.8,No Restrictions
Juneway-Beach,08/13/2015,3.0,14.5,No Restrictions
Juneway-Beach,08/14/2015,58.0,16.8,No Restrictions
Juneway-Beach,08/15/2015,0.0,20.0,No Restrictions
Juneway-Beach,08/16/2015,0.0,15.3,No Restrictions
Juneway-Beach,08/17/2015,8.0,14.8,No Restrictions
Juneway-Beach,08/18/2015,11.0,104.3,No Restrictions
Juneway-Beach,08/19/2015,14.0,29.5,No Restrictions
Juneway-Beach,08/20/2015,10.0,20.4,No Restrictions
Juneway-Beach,08/21/2015,2.0,22.1,No Restrictions
Juneway-Beach,08/22/2015,0.0,30.6,No Restrictions
Juneway-Beach,08/23/2015,0.0,37.4,No Restrictions
Juneway-Beach,08/24/2015,1.0,24.2,No Restrictions
Juneway-Beach,08/25/2015,3.0,22.9,No Restrictions
Juneway-Beach,08/26/2015,6.0,53.3,No Restrictions
Juneway-Beach,08/27/2015,1.0,30.5,No Restrictions
Juneway-Beach,08/28/2015,11.0,41.7,No Restrictions
Juneway-Beach,08/29/2015,0.0,121.8,No Restrictions
Juneway-Beach,08/30/2015,0.0,58.0,No Restrictions
Juneway-Beach,08/31/2015,3.0,28.3,No Restrictions
Juneway-Beach,09/01/2015,5.0,17.2,No Restrictions
Juneway-Beach,09/02/2015,2.0,16.8,No Restrictions
Juneway-Beach,09/03/2015,7.0,19.1,No Restrictions
Juneway-Beach,09/04/2015,47.0,40.8,No Restrictions
Juneway-Beach,09/05/2015,0.0,41.5,No Restrictions
Juneway-Beach,09/06/2015,0.0,14.3,No Restrictions
Juneway-Beach,09/07/2015,0.0,18.1,No Restrictions
Calumet-Beach,05/22/2015,87.0,56.4,No Restrictions
Calumet-Beach,05/23/2015,287.0,31.7,Swim Advisory
Calumet-Beach,05/24/2015,12.0,37.5,No Restrictions
Calumet-Beach,05/25/2015,0.0,52.9,No Restrictions
Calumet-Beach,05/26/2015,256.0,40.5,No Restrictions
Calumet-Beach,05/27/2015,10.0,66.7,Swim Advisory
Calumet-Beach,05/28/2015,118.0,31.9,No Restrictions
Calumet-Beach,05/29/2015,17.0,47.9,No Restrictions
Calumet-Beach,05/30/2015,0.0,41.4,No Restrictions
Calumet-Beach,05/31/2015,0.0,143.6,No Restrictions
Calumet-Beach,06/01/2015,650.0,110.6,No Restrictions
Calumet-Beach,06/02/2015,50.0,60.1,Swim Advisory
Calumet-Beach,06/03/2015,159.0,31.8,Swim Advisory
Calumet-Beach,06/04/2015,38.0,28.9,Swim Advisory
Calumet-Beach,06/05/2015,306.0,47.4,No Restrictions
Calumet-Beach,06/06/2015,180.0,70.5,Swim Advisory
Calumet-Beach,06/07/2015,0.0,32.7,No Restrictions
Calumet-Beach,06/08/2015,215.0,36.2,Swim Ban
Calumet-Beach,06/09/2015,532.0,39.4,No Restrictions
Calumet-Beach,06/10/2015,26.0,24.8,Swim Advisory
Calumet-Beach,06/11/2015,650.0,56.6,Swim Advisory
Calumet-Beach,06/12/2015,631.0,46.3,Swim Advisory
Calumet-Beach,06/13/2015,31.0,61.0,Swim Advisory
Calumet-Beach,06/14/2015,0.0,61.0,No Restrictions
Calumet-Beach,06/15/2015,15.0,29.6,Swim Ban
Calumet-Beach,06/16/2015,1607.0,112.2,Swim Ban
Calumet-Beach,06/17/2015,155.0,65.1,Swim Advisory
Calumet-Beach,06/18/2015,8.0,31.5,No Restrictions
Calumet-Beach,06/19/2015,1304.0,58.1,No Restrictions
Calumet-Beach,06/20/2015,23.0,43.7,Swim Advisory
Calumet-Beach,06/21/2015,0.0,37.7,No Restrictions
Calumet-Beach,06/22/2015,12.0,37.0,No Restrictions
Calumet-Beach,06/23/2015,95.0,43.3,No Restrictions
Calumet-Beach,06/24/2015,44.0,29.4,No Restrictions
Calumet-Beach,06/25/2015,35.0,60.5,No Restrictions
Calumet-Beach,06/26/2015,1253.0,44.2,No Restrictions
Calumet-Beach,06/27/2015,1021.0,92.1,Swim Advisory
Calumet-Beach,06/28/2015,114.0,45.8,Swim Advisory
Calumet-Beach,06/29/2015,78.0,39.8,No Restrictions
Calumet-Beach,06/30/2015,7.0,22.9,No Restrictions
Calumet-Beach,07/01/2015,501.0,49.2,No Restrictions
Calumet-Beach,07/02/2015,50.0,84.3,Swim Advisory
Calumet-Beach,07/03/2015,0.0,59.7,No Restrictions
Calumet-Beach,07/04/2015,0.0,27.4,No Restrictions
Calumet-Beach,07/05/2015,0.0,26.3,No Restrictions
Calumet-Beach,07/06/2015,552.0,27.1,No Restrictions
Calumet-Beach,07/07/2015,2192.0,109.2,Swim Advisory
Calumet-Beach,07/08/2015,338.0,84.6,Swim Advisory
Calumet-Beach,07/09/2015,266.0,44.3,Swim Advisory
Calumet-Beach,07/10/2015,53.0,26.4,Swim Advisory
Calumet-Beach,07/11/2015,0.0,29.4,No Restrictions
Calumet-Beach,07/12/2015,0.0,64.1,No Restrictions
Calumet-Beach,07/13/2015,2420.0,31.5,No Restrictions
Calumet-Beach,07/14/2015,48.0,40.9,Swim Advisory
Calumet-Beach,07/15/2015,365.0,68.3,No Restrictions
Calumet-Beach,07/16/2015,474.0,50.8,Swim Advisory
Calumet-Beach,07/17/2015,26.0,46.3,Swim Advisory
Calumet-Beach,07/18/2015,0.0,25.8,No Restrictions
Calumet-Beach,07/19/2015,0.0,39.4,No Restrictions
Calumet-Beach,07/20/2015,153.0,26.3,No Restrictions
Calumet-Beach,07/21/2015,271.0,45.1,No Restrictions
Calumet-Beach,07/22/2015,36.0,29.7,Swim Advisory
Calumet-Beach,07/23/2015,33.0,28.1,No Restrictions
Calumet-Beach,07/24/2015,22.0,30.5,No Restrictions
Calumet-Beach,07/25/2015,0.0,25.6,No Restrictions
Calumet-Beach,07/26/2015,0.0,48.0,No Restrictions
Calumet-Beach,07/27/2015,246.0,43.4,No Restrictions
Calumet-Beach,07/28/2015,168.0,41.1,Swim Advisory
Calumet-Beach,07/29/2015,32.0,45.5,No Restrictions
Calumet-Beach,07/30/2015,54.0,45.5,No Restrictions
Calumet-Beach,07/31/2015,54.0,26.3,No Restrictions
Calumet-Beach,08/01/2015,0.0,28.0,No Restrictions
Calumet-Beach,08/02/2015,0.0,26.5,No Restrictions
Calumet-Beach,08/03/2015,410.0,57.2,No Restrictions
Calumet-Beach,08/04/2015,13.0,27.3,Swim Advisory
Calumet-Beach,08/05/2015,31.0,26.1,No Restrictions
Calumet-Beach,08/06/2015,90.0,60.4,No Restrictions
Calumet-Beach,08/07/2015,39.0,40.8,No Restrictions
Calumet-Beach,08/08/2015,0.0,26.4,No Restrictions
Calumet-Beach,08/09/2015,0.0,33.4,No Restrictions
Calumet-Beach,08/10/2015,121.0,39.0,No Restrictions
Calumet-Beach,08/11/2015,58.0,77.0,No Restrictions
Calumet-Beach,08/12/2015,248.0,71.2,Swim Advisory
Calumet-Beach,08/13/2015,21.0,25.5,Swim Advisory
Calumet-Beach,08/14/2015,36.0,23.9,No Restrictions
Calumet-Beach,08/15/2015,0.0,43.1,No Restrictions
Calumet-Beach,08/16/2015,0.0,28.2,No Restrictions
Calumet-Beach,08/17/2015,15.0,30.3,No Restrictions
Calumet-Beach,08/18/2015,37.0,71.1,No Restrictions
Calumet-Beach,08/19/2015,74.0,40.9,No Restrictions
Calumet-Beach,08/20/2015,6.0,26.0,No Restrictions
Calumet-Beach,08/21/2015,15.0,27.6,No Restrictions
Calumet-Beach,08/22/2015,0.0,39.6,No Restrictions
Calumet-Beach,08/23/2015,0.0,36.7,No Restrictions
Calumet-Beach,08/24/2015,76.0,35.3,No Restrictions
Calumet-Beach,08/25/2015,272.0,44.3,No Restrictions
Calumet-Beach,08/26/2015,202.0,42.7,Swim Advisory
Calumet-Beach,08/27/2015,86.0,31.2,No Restrictions
Calumet-Beach,08/28/2015,99.0,42.5,No Restrictions
Calumet-Beach,08/29/2015,0.0,59.1,No Restrictions
Calumet-Beach,08/30/2015,0.0,40.1,No Restrictions
Calumet-Beach,08/31/2015,185.0,29.9,No Restrictions
Calumet-Beach,09/01/2015,2.0,27.9,No Restrictions
Calumet-Beach,09/02/2015,25.0,26.2,No Restrictions
Calumet-Beach,09/03/2015,18.0,28.8,No Restrictions
Calumet-Beach,09/04/2015,1129.0,65.0,No Restrictions
Calumet-Beach,09/05/2015,309.0,30.0,Swim Advisory
Calumet-Beach,09/06/2015,7.0,47.9,Swim Advisory
Calumet-Beach,09/07/2015,0.0,25.4,No Restrictions
31st-Street-Beach,05/22/2015,52.0,16.8,No Restrictions
31st-Street-Beach,05/23/2015,9.0,20.9,No Restrictions
31st-Street-Beach,05/24/2015,0.0,71.8,No Restrictions
31st-Street-Beach,05/25/2015,0.0,138.5,No Restrictions
31st-Street-Beach,05/26/2015,10.0,88.9,No Restrictions
31st-Street-Beach,05/27/2015,13.0,33.6,No Restrictions
31st-Street-Beach,05/28/2015,39.0,25.0,No Restrictions
31st-Street-Beach,05/29/2015,10.0,38.9,No Restrictions
31st-Street-Beach,05/30/2015,0.0,140.9,Swim Ban
31st-Street-Beach,05/31/2015,0.0,157.6,Swim Ban
31st-Street-Beach,06/01/2015,207.0,49.4,No Restrictions
31st-Street-Beach,06/02/2015,24.0,13.9,No Restrictions
31st-Street-Beach,06/03/2015,21.0,19.1,No Restrictions
31st-Street-Beach,06/04/2015,15.0,43.6,No Restrictions
31st-Street-Beach,06/05/2015,640.0,44.1,Swim Advisory
31st-Street-Beach,06/06/2015,44.0,23.9,Swim Advisory
31st-Street-Beach,06/07/2015,0.0,66.2,No Restrictions
31st-Street-Beach,06/08/2015,5.0,86.1,No Restrictions
31st-Street-Beach,06/09/2015,6.0,105.2,No Restrictions
31st-Street-Beach,06/10/2015,16.0,36.6,No Restrictions
31st-Street-Beach,06/11/2015,650.0,25.5,No Restrictions
31st-Street-Beach,06/12/2015,65.0,110.4,Swim Advisory
31st-Street-Beach,06/13/2015,0.0,57.4,No Restrictions
31st-Street-Beach,06/14/2015,0.0,57.4,No Restrictions
31st-Street-Beach,06/15/2015,4.0,78.0,No Restrictions
31st-Street-Beach,06/16/2015,249.0,113.6,Swim Ban
31st-Street-Beach,06/17/2015,183.0,63.7,Swim Advisory
31st-Street-Beach,06/18/2015,156.0,106.9,No Restrictions
31st-Street-Beach,06/19/2015,184.0,27.3,No Restrictions
31st-Street-Beach,06/20/2015,0.0,59.8,No Restrictions
31st-Street-Beach,06/21/2015,0.0,72.9,No Restrictions
31st-Street-Beach,06/22/2015,7.0,44.8,No Restrictions
31st-Street-Beach,06/23/2015,51.0,35.4,No Restrictions
31st-Street-Beach,06/24/2015,62.0,49.9,No Restrictions
31st-Street-Beach,06/25/2015,59.0,151.6,No Restrictions
31st-Street-Beach,06/26/2015,707.0,84.9,No Restrictions
31st-Street-Beach,06/27/2015,111.0,221.3,Swim Advisory
31st-Street-Beach,06/28/2015,0.0,29.3,No Restrictions
31st-Street-Beach,06/29/2015,90.0,88.7,No Restrictions
31st-Street-Beach,06/30/2015,23.0,41.1,No Restrictions
31st-Street-Beach,07/01/2015,461.0,61.6,No Restrictions
31st-Street-Beach,07/02/2015,127.0,40.7,Swim Advisory
31st-Street-Beach,07/03/2015,0.0,42.5,No Restrictions
31st-Street-Beach,07/04/2015,0.0,41.0,No Restrictions
31st-Street-Beach,07/05/2015,0.0,40.6,No Restrictions
31st-Street-Beach,07/06/2015,402.0,44.2,No Restrictions
31st-Street-Beach,07/07/2015,387.0,387.5,Swim Advisory
31st-Street-Beach,07/08/2015,41.0,66.7,Swim Advisory
31st-Street-Beach,07/09/2015,67.0,94.0,No Restrictions
31st-Street-Beach,07/10/2015,19.0,49.8,No Restrictions
31st-Street-Beach,07/11/2015,0.0,37.4,No Restrictions
31st-Street-Beach,07/12/2015,0.0,88.3,No Restrictions
31st-Street-Beach,07/13/2015,145.0,129.8,No Restrictions
31st-Street-Beach,07/14/2015,60.0,108.3,No Restrictions
31st-Street-Beach,07/15/2015,177.0,59.7,Swim Advisory
31st-Street-Beach,07/16/2015,97.0,57.9,No Restrictions
31st-Street-Beach,07/17/2015,13.0,135.2,No Restrictions
31st-Street-Beach,07/18/2015,0.0,45.0,Swim Ban
31st-Street-Beach,07/19/2015,0.0,130.0,No Restrictions
31st-Street-Beach,07/20/2015,43.0,53.5,No Restrictions
31st-Street-Beach,07/21/2015,267.0,64.5,No Restrictions
31st-Street-Beach,07/22/2015,36.0,42.8,Swim Advisory
31st-Street-Beach,07/23/2015,245.0,45.1,No Restrictions
31st-Street-Beach,07/24/2015,147.0,47.9,Swim Advisory
31st-Street-Beach,07/25/2015,0.0,73.6,No Restrictions
31st-Street-Beach,07/26/2015,0.0,62.4,No Restrictions
31st-Street-Beach,07/27/2015,139.0,56.5,No Restrictions
31st-Street-Beach,07/28/2015,236.0,59.6,No Restrictions
31st-Street-Beach,07/29/2015,28.0,255.4,Swim Advisory
31st-Street-Beach,07/30/2015,48.0,255.4,No Restrictions
31st-Street-Beach,07/31/2015,43.0,74.7,No Restrictions
31st-Street-Beach,08/01/2015,0.0,48.4,No Restrictions
31st-Street-Beach,08/02/2015,0.0,51.8,No Restrictions
31st-Street-Beach,08/03/2015,108.0,128.7,No Restrictions
31st-Street-Beach,08/04/2015,30.0,46.9,No Restrictions
31st-Street-Beach,08/05/2015,4.0,47.6,No Restrictions
31st-Street-Beach,08/06/2015,91.0,61.7,No Restrictions
31st-Street-Beach,08/07/2015,25.0,43.4,No Restrictions
31st-Street-Beach,08/08/2015,0.0,50.1,No Restrictions
31st-Street-Beach,08/09/2015,0.0,92.2,No Restrictions
31st-Street-Beach,08/10/2015,217.0,80.9,No Restrictions
31st-Street-Beach,08/11/2015,185.0,83.1,No Restrictions
31st-Street-Beach,08/12/2015,43.0,62.6,No Restrictions
31st-Street-Beach,08/13/2015,19.0,43.3,No Restrictions
31st-Street-Beach,08/14/2015,22.0,96.1,No Restrictions
31st-Street-Beach,08/15/2015,0.0,111.7,No Restrictions
31st-Street-Beach,08/16/2015,0.0,59.4,No Restrictions
31st-Street-Beach,08/17/2015,0.0,60.5,No Restrictions
31st-Street-Beach,08/18/2015,0.0,60.5,No Restrictions
31st-Street-Beach,08/19/2015,0.0,60.5,No Restrictions
31st-Street-Beach,08/20/2015,0.0,60.5,No Restrictions
31st-Street-Beach,08/21/2015,0.0,60.5,No Restrictions
31st-Street-Beach,08/22/2015,0.0,60.5,No Restrictions
31st-Street-Beach,08/23/2015,0.0,60.5,No Restrictions
31st-Street-Beach,08/24/2015,0.0,60.5,No Restrictions
31st-Street-Beach,08/25/2015,0.0,60.5,No Restrictions
31st-Street-Beach,08/26/2015,0.0,60.5,No Restrictions
31st-Street-Beach,08/27/2015,0.0,60.5,No Restrictions
31st-Street-Beach,08/28/2015,0.0,60.5,No Restrictions
31st-Street-Beach,08/29/2015,0.0,60.5,No Restrictions
31st-Street-Beach,08/30/2015,0.0,60.5,No Restrictions
31st-Street-Beach,08/31/2015,0.0,60.5,No Restrictions
31st-Street-Beach,09/01/2015,0.0,60.5,No Restrictions
31st-Street-Beach,09/02/2015,0.0,60.5,No Restrictions
31st-Street-Beach,09/03/2015,0.0,60.5,No Restrictions
31st-Street-Beach,09/04/2015,0.0,60.5,No Restrictions
31st-Street-Beach,09/05/2015,0.0,60.5,No Restrictions
31st-Street-Beach,09/06/2015,0.0,60.5,No Restrictions
31st-Street-Beach,09/07/2015,0.0,60.5,No Restrictions
South-Shore-Beach,05/22/2015,0.0,49.1,No Restrictions
South-Shore-Beach,05/23/2015,54.0,20.9,No Restrictions
South-Shore-Beach,05/24/2015,0.0,71.8,No Restrictions
South-Shore-Beach,05/25/2015,0.0,138.5,No Restrictions
South-Shore-Beach,05/26/2015,31.0,88.9,No Restrictions
South-Shore-Beach,05/27/2015,225.0,33.6,No Restrictions
South-Shore-Beach,05/28/2015,398.0,25.0,No Restrictions
South-Shore-Beach,05/29/2015,7.0,38.9,Swim Advisory
South-Shore-Beach,05/30/2015,0.0,140.9,Swim Ban
South-Shore-Beach,05/31/2015,0.0,157.6,Swim Ban
South-Shore-Beach,06/01/2015,72.0,49.4,No Restrictions
South-Shore-Beach,06/02/2015,309.0,13.9,No Restrictions
South-Shore-Beach,06/03/2015,85.0,19.1,Swim Advisory
South-Shore-Beach,06/04/2015,207.0,43.6,No Restrictions
South-Shore-Beach,06/05/2015,488.0,44.1,No Restrictions
South-Shore-Beach,06/06/2015,24.0,23.9,Swim Advisory
South-Shore-Beach,06/07/2015,0.0,66.2,Swim Ban
South-Shore-Beach,06/08/2015,16.0,86.1,No Restrictions
South-Shore-Beach,06/09/2015,15.0,105.2,No Restrictions
South-Shore-Beach,06/10/2015,12.0,36.6,Swim Ban
South-Shore-Beach,06/11/2015,258.0,25.5,No Restrictions
South-Shore-Beach,06/12/2015,62.0,110.4,Swim Advisory
South-Shore-Beach,06/13/2015,0.0,57.4,No Restrictions
South-Shore-Beach,06/14/2015,0.0,57.4,No Restrictions
South-Shore-Beach,06/15/2015,3.0,78.0,Swim Ban
South-Shore-Beach,06/16/2015,104.0,113.6,Swim Ban
South-Shore-Beach,06/17/2015,10.0,63.7,No Restrictions
South-Shore-Beach,06/18/2015,184.0,106.9,Swim Advisory
South-Shore-Beach,06/19/2015,324.0,27.3,No Restrictions
South-Shore-Beach,06/20/2015,13.0,59.8,Swim Advisory
South-Shore-Beach,06/21/2015,0.0,72.9,No Restrictions
South-Shore-Beach,06/22/2015,3.0,44.8,No Restrictions
South-Shore-Beach,06/23/2015,82.0,35.4,No Restrictions
South-Shore-Beach,06/24/2015,32.0,49.9,No Restrictions
South-Shore-Beach,06/25/2015,47.0,151.6,No Restrictions
South-Shore-Beach,06/26/2015,295.0,84.9,No Restrictions
South-Shore-Beach,06/27/2015,90.0,221.3,Swim Advisory
South-Shore-Beach,06/28/2015,0.0,29.3,No Restrictions
South-Shore-Beach,06/29/2015,9.0,88.7,No Restrictions
South-Shore-Beach,06/30/2015,208.0,41.1,No Restrictions
South-Shore-Beach,07/01/2015,150.0,61.6,No Restrictions
South-Shore-Beach,07/02/2015,45.0,40.7,Swim Advisory
South-Shore-Beach,07/03/2015,0.0,42.5,No Restrictions
South-Shore-Beach,07/04/2015,0.0,41.0,No Restrictions
South-Shore-Beach,07/05/2015,0.0,40.6,No Restrictions
South-Shore-Beach,07/06/2015,22.0,44.2,No Restrictions
South-Shore-Beach,07/07/2015,2420.0,387.5,Swim Advisory
South-Shore-Beach,07/08/2015,75.0,66.7,Swim Advisory
South-Shore-Beach,07/09/2015,214.0,94.0,No Restrictions
South-Shore-Beach,07/10/2015,69.0,49.8,No Restrictions
South-Shore-Beach,07/11/2015,0.0,37.4,No Restrictions
South-Shore-Beach,07/12/2015,0.0,88.3,No Restrictions
South-Shore-Beach,07/13/2015,1202.0,129.8,No Restrictions
South-Shore-Beach,07/14/2015,109.0,108.3,Swim Advisory
South-Shore-Beach,07/15/2015,111.0,59.7,No Restrictions
South-Shore-Beach,07/16/2015,126.0,57.9,No Restrictions
South-Shore-Beach,07/17/2015,28.0,135.2,No Restrictions
South-Shore-Beach,07/18/2015,0.0,45.0,Swim Ban
South-Shore-Beach,07/19/2015,0.0,130.0,No Restrictions
South-Shore-Beach,07/20/2015,502.0,53.5,No Restrictions
South-Shore-Beach,07/21/2015,956.0,64.5,Swim Advisory
South-Shore-Beach,07/22/2015,47.0,42.8,Swim Advisory
South-Shore-Beach,07/23/2015,50.0,45.1,No Restrictions
South-Shore-Beach,07/24/2015,97.0,47.9,No Restrictions
South-Shore-Beach,07/25/2015,0.0,73.6,No Restrictions
South-Shore-Beach,07/26/2015,0.0,62.4,No Restrictions
South-Shore-Beach,07/27/2015,188.0,56.5,No Restrictions
South-Shore-Beach,07/28/2015,35.0,59.6,No Restrictions
South-Shore-Beach,07/29/2015,12.0,255.4,No Restrictions
South-Shore-Beach,07/30/2015,198.0,255.4,No Restrictions
South-Shore-Beach,07/31/2015,114.0,74.7,No Restrictions
South-Shore-Beach,08/01/2015,0.0,48.4,No Restrictions
South-Shore-Beach,08/02/2015,0.0,51.8,Swim Ban
South-Shore-Beach,08/03/2015,188.0,128.7,No Restrictions
South-Shore-Beach,08/04/2015,110.0,46.9,No Restrictions
South-Shore-Beach,08/05/2015,176.0,47.6,No Restrictions
South-Shore-Beach,08/06/2015,75.0,61.7,No Restrictions
South-Shore-Beach,08/07/2015,35.0,43.4,No Restrictions
South-Shore-Beach,08/08/2015,0.0,50.1,No Restrictions
South-Shore-Beach,08/09/2015,0.0,92.2,No Restrictions
South-Shore-Beach,08/10/2015,125.0,80.9,No Restrictions
South-Shore-Beach,08/11/2015,144.0,83.1,No Restrictions
South-Shore-Beach,08/12/2015,247.0,62.6,No Restrictions
South-Shore-Beach,08/13/2015,30.0,43.3,Swim Advisory
South-Shore-Beach,08/14/2015,230.0,96.1,No Restrictions
South-Shore-Beach,08/15/2015,0.0,111.7,No Restrictions
South-Shore-Beach,08/16/2015,0.0,59.4,No Restrictions
South-Shore-Beach,08/17/2015,49.0,60.5,No Restrictions
South-Shore-Beach,08/18/2015,15.0,190.1,No Restrictions
South-Shore-Beach,08/19/2015,5.0,185.9,No Restrictions
South-Shore-Beach,08/20/2015,33.0,45.3,No Restrictions
South-Shore-Beach,08/21/2015,44.0,41.2,No Restrictions
South-Shore-Beach,08/22/2015,0.0,48.3,No Restrictions
South-Shore-Beach,08/23/2015,0.0,51.9,No Restrictions
South-Shore-Beach,08/24/2015,83.0,78.5,No Restrictions
South-Shore-Beach,08/25/2015,23.0,48.3,No Restrictions
South-Shore-Beach,08/26/2015,37.0,73.1,No Restrictions
South-Shore-Beach,08/27/2015,15.0,62.8,No Restrictions
South-Shore-Beach,08/28/2015,21.0,45.1,No Restrictions
South-Shore-Beach,08/29/2015,0.0,123.2,No Restrictions
South-Shore-Beach,08/30/2015,0.0,67.0,No Restrictions
South-Shore-Beach,08/31/2015,41.0,60.6,No Restrictions
South-Shore-Beach,09/01/2015,170.0,69.1,No Restrictions
South-Shore-Beach,09/02/2015,11.0,69.8,No Restrictions
South-Shore-Beach,09/03/2015,45.0,70.4,No Restrictions
South-Shore-Beach,09/04/2015,488.0,92.4,No Restrictions
South-Shore-Beach,09/05/2015,366.0,72.5,Swim Advisory
South-Shore-Beach,09/06/2015,7.0,226.6,Swim Advisory
South-Shore-Beach,09/07/2015,0.0,86.8,No Restrictions
57th-Street-Beach,05/22/2015,230.0,16.8,No Restrictions
57th-Street-Beach,05/23/2015,14.0,20.9,No Restrictions
57th-Street-Beach,05/24/2015,0.0,71.8,Swim Ban
57th-Street-Beach,05/25/2015,0.0,138.5,No Restrictions
57th-Street-Beach,05/26/2015,73.0,88.9,Swim Advisory
57th-Street-Beach,05/27/2015,5.0,33.6,No Restrictions
57th-Street-Beach,05/28/2015,3.0,25.0,No Restrictions
57th-Street-Beach,05/29/2015,2.0,38.9,No Restrictions
57th-Street-Beach,05/30/2015,0.0,140.9,Swim Ban
57th-Street-Beach,05/31/2015,0.0,157.6,Swim Ban
57th-Street-Beach,06/01/2015,129.0,49.4,Swim Advisory
